"","Event","Bed","sc","sh"
"209","2017D06006","KSH1","1",171
"210","2017D06006","KSH1","1",126
"211","2017D06006","KSH1","1",120
"212","2017D06006","KSH1","1",111
"213","2017D06006","KSH1","1",104
"214","2017D06006","KSH1","1",104
"215","2017D06006","KSH1","1",100
"216","2017D06006","KSH1","1",100
"217","2017D06006","KSH1","1",101
"218","2017D06006","KSH1","1",105
"219","2017D06006","KSH1","1",112
"220","2017D06006","KSH1","1",99
"221","2017D06006","KSH1","1",104
"222","2017D06006","KSH1","1",114
"223","2017D06006","KSH1","2",19
"224","2017D06006","KSH1","2",23
"225","2017D06006","KSH1","2",66
"226","2017D06006","KSH1","2",25
"227","2017D06006","KSH1","2",99
"228","2017D06006","KSH1","2",66
"229","2017D06006","KSH1","2",20
"230","2017D06006","KSH1","2",70
"231","2017D06006","KSH1","2",19
"232","2017D06006","KSH1","2",16
"233","2017D06006","KSH1","2",20
"234","2017D06006","KSH1","2",20
"235","2017D06006","KSH1","2",23
"236","2017D06006","KSH1","2",20
"237","2017D06006","KSH1","2",22
"238","2017D06006","KSH1","2",18
"239","2017D06006","KSH1","2",22
"240","2017D06006","KSH1","2",22
"241","2017D06006","KSH1","2",97
"242","2017D06006","KSH1","2",73
"243","2017D06006","KSH1","2",60
"244","2017D06006","KSH1","2",65
"245","2017D06006","KSH1","2",65
"246","2017D06006","KSH1","2",25
"247","2017D06006","KSH1","2",21
"248","2017D06006","KSH1","2",17
"249","2017D06006","KSH1","2",24
"250","2017D06006","KSH1","2",67
"251","2017D06006","KSH1","2",17
"252","2017D06006","KSH1","2",15
"253","2017D06006","KSH1","2",20
"254","2017D06006","KSH1","2",21
"255","2017D06006","KSH1","2",19
"256","2017D06006","KSH1","2",71
"257","2017D06006","KSH1","2",104
"258","2017D06006","KSH1","2",27
"259","2017D06006","KSH1","2",23
"260","2017D06006","KSH1","2",18
"261","2017D06006","KSH1","2",27
"262","2017D06006","KSH1","2",15
"263","2017D06006","KSH1","2",15
"264","2017D06006","KSH1","2",15
"265","2017D06006","KSH1","2",15
"266","2017D06006","KSH1","2",16
"267","2017D06006","KSH1","2",16
"268","2017D06006","KSH1","2",16
"269","2017D06006","KSH1","2",16
"270","2017D06006","KSH1","2",17
"271","2017D06006","KSH1","2",17
"272","2017D06006","KSH1","2",17
"273","2017D06006","KSH1","2",17
"274","2017D06006","KSH1","2",17
"275","2017D06006","KSH1","2",17
"276","2017D06006","KSH1","2",17
"277","2017D06006","KSH1","2",17
"278","2017D06006","KSH1","2",18
"279","2017D06006","KSH1","2",18
"280","2017D06006","KSH1","2",18
"281","2017D06006","KSH1","2",18
"282","2017D06006","KSH1","2",18
"283","2017D06006","KSH1","2",18
"284","2017D06006","KSH1","2",18
"285","2017D06006","KSH1","2",18
"286","2017D06006","KSH1","2",19
"287","2017D06006","KSH1","2",19
"288","2017D06006","KSH1","2",19
"289","2017D06006","KSH1","2",19
"290","2017D06006","KSH1","2",19
"291","2017D06006","KSH1","2",19
"292","2017D06006","KSH1","2",19
"293","2017D06006","KSH1","2",19
"294","2017D06006","KSH1","2",19
"295","2017D06006","KSH1","2",19
"296","2017D06006","KSH1","2",19
"297","2017D06006","KSH1","2",19
"298","2017D06006","KSH1","2",20
"299","2017D06006","KSH1","2",20
"300","2017D06006","KSH1","2",20
"301","2017D06006","KSH1","2",20
"302","2017D06006","KSH1","2",20
"303","2017D06006","KSH1","2",20
"304","2017D06006","KSH1","2",20
"305","2017D06006","KSH1","2",20
"306","2017D06006","KSH1","2",20
"307","2017D06006","KSH1","2",20
"308","2017D06006","KSH1","2",20
"309","2017D06006","KSH1","2",20
"310","2017D06006","KSH1","2",20
"311","2017D06006","KSH1","2",20
"312","2017D06006","KSH1","2",20
"313","2017D06006","KSH1","2",20
"314","2017D06006","KSH1","2",20
"315","2017D06006","KSH1","2",20
"316","2017D06006","KSH1","2",20
"317","2017D06006","KSH1","2",20
"318","2017D06006","KSH1","2",21
"319","2017D06006","KSH1","2",21
"320","2017D06006","KSH1","2",21
"321","2017D06006","KSH1","2",21
"322","2017D06006","KSH1","2",21
"323","2017D06006","KSH1","2",21
"324","2017D06006","KSH1","2",21
"325","2017D06006","KSH1","2",21
"326","2017D06006","KSH1","2",22
"327","2017D06006","KSH1","2",22
"328","2017D06006","KSH1","2",22
"329","2017D06006","KSH1","2",22
"330","2017D06006","KSH1","2",22
"331","2017D06006","KSH1","2",22
"332","2017D06006","KSH1","2",22
"333","2017D06006","KSH1","2",22
"334","2017D06006","KSH1","2",22
"335","2017D06006","KSH1","2",22
"336","2017D06006","KSH1","2",22
"337","2017D06006","KSH1","2",22
"338","2017D06006","KSH1","2",22
"339","2017D06006","KSH1","2",23
"340","2017D06006","KSH1","2",23
"341","2017D06006","KSH1","2",23
"342","2017D06006","KSH1","2",23
"343","2017D06006","KSH1","2",23
"344","2017D06006","KSH1","2",23
"345","2017D06006","KSH1","2",23
"346","2017D06006","KSH1","2",23
"347","2017D06006","KSH1","2",23
"348","2017D06006","KSH1","2",23
"349","2017D06006","KSH1","2",23
"350","2017D06006","KSH1","2",23
"351","2017D06006","KSH1","2",24
"352","2017D06006","KSH1","2",24
"353","2017D06006","KSH1","2",24
"354","2017D06006","KSH1","2",24
"355","2017D06006","KSH1","2",25
"356","2017D06006","KSH1","2",25
"357","2017D06006","KSH1","2",25
"358","2017D06006","KSH1","2",25
"359","2017D06006","KSH1","2",25
"360","2017D06006","KSH1","2",25
"361","2017D06006","KSH1","2",25
"362","2017D06006","KSH1","2",25
"363","2017D06006","KSH1","2",27
"364","2017D06006","KSH1","2",27
"365","2017D06006","KSH1","2",27
"366","2017D06006","KSH1","2",27
"367","2017D06006","KSH1","2",27
"368","2017D06006","KSH1","2",27
"369","2017D06006","KSH1","2",27
"370","2017D06006","KSH1","2",27
"371","2017D06006","KSH1","2",60
"372","2017D06006","KSH1","2",60
"373","2017D06006","KSH1","2",60
"374","2017D06006","KSH1","2",60
"375","2017D06006","KSH1","2",65
"376","2017D06006","KSH1","2",65
"377","2017D06006","KSH1","2",65
"378","2017D06006","KSH1","2",65
"379","2017D06006","KSH1","2",65
"380","2017D06006","KSH1","2",65
"381","2017D06006","KSH1","2",65
"382","2017D06006","KSH1","2",65
"383","2017D06006","KSH1","2",66
"384","2017D06006","KSH1","2",66
"385","2017D06006","KSH1","2",66
"386","2017D06006","KSH1","2",66
"387","2017D06006","KSH1","2",66
"388","2017D06006","KSH1","2",66
"389","2017D06006","KSH1","2",66
"390","2017D06006","KSH1","2",66
"391","2017D06006","KSH1","2",67
"392","2017D06006","KSH1","2",67
"393","2017D06006","KSH1","2",67
"394","2017D06006","KSH1","2",67
"395","2017D06006","KSH1","2",70
"396","2017D06006","KSH1","2",70
"397","2017D06006","KSH1","2",70
"398","2017D06006","KSH1","2",70
"399","2017D06006","KSH1","2",71
"400","2017D06006","KSH1","2",71
"401","2017D06006","KSH1","2",71
"402","2017D06006","KSH1","2",71
"403","2017D06006","KSH1","2",73
"404","2017D06006","KSH1","2",73
"405","2017D06006","KSH1","2",73
"406","2017D06006","KSH1","2",73
"407","2017D06006","KSH1","2",97
"408","2017D06006","KSH1","2",97
"409","2017D06006","KSH1","2",97
"410","2017D06006","KSH1","2",97
"411","2017D06006","KSH1","2",99
"412","2017D06006","KSH1","2",99
"413","2017D06006","KSH1","2",99
"414","2017D06006","KSH1","2",99
"415","2017D06006","KSH1","2",104
"416","2017D06006","KSH1","2",104
"417","2017D06006","KSH1","2",104
"418","2017D06006","KSH1","2",104
"419","2017D06007","KSH1","1",130
"420","2017D06007","KSH1","1",127
"421","2017D06007","KSH1","1",152
"422","2017D06007","KSH1","1",165
"423","2017D06007","KSH1","1",143
"424","2017D06007","KSH1","1",172
"425","2017D06007","KSH1","1",123
"426","2017D06007","KSH1","1",127
"427","2017D06007","KSH1","1",159
"428","2017D06007","KSH1","1",131
"429","2017D06007","KSH1","1",169
"430","2017D06007","KSH1","1",161
"431","2017D06007","KSH1","1",132
"432","2017D06007","KSH1","1",156
"433","2017D06007","KSH1","1",163
"434","2017D06007","KSH1","1",155
"435","2017D06007","KSH1","1",141
"436","2017D06007","KSH1","1",107
"437","2017D06007","KSH1","1",152
"438","2017D06007","KSH1","1",164
"439","2017D06007","KSH1","1",126
"440","2017D06007","KSH1","1",161
"441","2017D06007","KSH1","1",145
"442","2017D06007","KSH1","1",132
"443","2017D06007","KSH1","1",130
"444","2017D06007","KSH1","1",127
"445","2017D06007","KSH1","1",107
"446","2017D06007","KSH1","1",165
"447","2017D06007","KSH1","1",140
"448","2017D06007","KSH1","1",155
"449","2017D06007","KSH1","1",123
"450","2017D06007","KSH1","1",171
"451","2017D06007","KSH1","1",139
"452","2017D06007","KSH1","1",153
"453","2017D06007","KSH1","1",143
"454","2017D06007","KSH1","1",128
"455","2017D06007","KSH1","1",109
"456","2017D06007","KSH1","1",121
"457","2017D06007","KSH1","1",119
"458","2017D06007","KSH1","1",121
"459","2017D06007","KSH1","1",107
"460","2017D06007","KSH1","1",107
"461","2017D06007","KSH1","1",109
"462","2017D06007","KSH1","1",119
"463","2017D06007","KSH1","1",121
"464","2017D06007","KSH1","1",121
"465","2017D06007","KSH1","1",123
"466","2017D06007","KSH1","1",123
"467","2017D06007","KSH1","1",126
"468","2017D06007","KSH1","1",127
"469","2017D06007","KSH1","1",127
"470","2017D06007","KSH1","1",127
"471","2017D06007","KSH1","1",128
"472","2017D06007","KSH1","1",130
"473","2017D06007","KSH1","1",130
"474","2017D06007","KSH1","1",131
"475","2017D06007","KSH1","1",132
"476","2017D06007","KSH1","1",132
"477","2017D06007","KSH1","1",139
"478","2017D06007","KSH1","1",140
"479","2017D06007","KSH1","1",141
"480","2017D06007","KSH1","1",143
"481","2017D06007","KSH1","1",143
"482","2017D06007","KSH1","1",145
"483","2017D06007","KSH1","1",152
"484","2017D06007","KSH1","1",152
"485","2017D06007","KSH1","1",153
"486","2017D06007","KSH1","1",155
"487","2017D06007","KSH1","1",155
"488","2017D06007","KSH1","1",156
"489","2017D06007","KSH1","1",159
"490","2017D06007","KSH1","1",161
"491","2017D06007","KSH1","1",161
"492","2017D06007","KSH1","1",163
"493","2017D06007","KSH1","1",164
"494","2017D06007","KSH1","1",165
"495","2017D06007","KSH1","1",165
"496","2017D06007","KSH1","1",169
"497","2017D06007","KSH1","1",171
"498","2017D06007","KSH1","1",172
"499","2017D06007","KSH1","2",54
"500","2017D06007","KSH1","2",61
"501","2017D06007","KSH1","2",57
"502","2017D06007","KSH1","2",64
"503","2017D06007","KSH1","2",66
"504","2017D06007","KSH1","2",55
"505","2017D06007","KSH1","2",57
"506","2017D06007","KSH1","2",72
"507","2017D06007","KSH1","2",42
"508","2017D06007","KSH1","2",56
"509","2017D06007","KSH1","2",39
"510","2017D06007","KSH1","2",46
"511","2017D06007","KSH1","2",55
"512","2017D06007","KSH1","2",57
"513","2017D06007","KSH1","2",57
"514","2017D06007","KSH1","2",46
"515","2017D06007","KSH1","2",50
"516","2017D06007","KSH1","2",55
"517","2017D06007","KSH1","2",52
"518","2017D06007","KSH1","2",57
"519","2017D06007","KSH1","2",58
"520","2017D06007","KSH1","2",59
"521","2017D06007","KSH1","2",60
"522","2017D06007","KSH1","2",55
"523","2017D06007","KSH1","2",61
"524","2017D06007","KSH1","2",39
"525","2017D06007","KSH1","2",87
"526","2017D06007","KSH1","2",59
"527","2017D06007","KSH1","2",83
"528","2017D06007","KSH1","2",88
"529","2017D06007","KSH1","2",53
"530","2017D06007","KSH1","2",58
"531","2017D06007","KSH1","2",90
"532","2017D06007","KSH1","2",14
"533","2017D06007","KSH1","2",38
"534","2017D06007","KSH1","2",88
"535","2017D06007","KSH1","2",59
"536","2017D06007","KSH1","2",54
"537","2017D06007","KSH1","2",54
"538","2017D06007","KSH1","2",59
"539","2017D06007","KSH1","2",14
"540","2017D06007","KSH1","2",14
"541","2017D06007","KSH1","2",38
"542","2017D06007","KSH1","2",38
"543","2017D06007","KSH1","2",39
"544","2017D06007","KSH1","2",39
"545","2017D06007","KSH1","2",39
"546","2017D06007","KSH1","2",39
"547","2017D06007","KSH1","2",39
"548","2017D06007","KSH1","2",42
"549","2017D06007","KSH1","2",42
"550","2017D06007","KSH1","2",46
"551","2017D06007","KSH1","2",46
"552","2017D06007","KSH1","2",46
"553","2017D06007","KSH1","2",46
"554","2017D06007","KSH1","2",50
"555","2017D06007","KSH1","2",50
"556","2017D06007","KSH1","2",52
"557","2017D06007","KSH1","2",52
"558","2017D06007","KSH1","2",53
"559","2017D06007","KSH1","2",53
"560","2017D06007","KSH1","2",54
"561","2017D06007","KSH1","2",54
"562","2017D06007","KSH1","2",54
"563","2017D06007","KSH1","2",54
"564","2017D06007","KSH1","2",54
"565","2017D06007","KSH1","2",54
"566","2017D06007","KSH1","2",55
"567","2017D06007","KSH1","2",55
"568","2017D06007","KSH1","2",55
"569","2017D06007","KSH1","2",55
"570","2017D06007","KSH1","2",55
"571","2017D06007","KSH1","2",55
"572","2017D06007","KSH1","2",55
"573","2017D06007","KSH1","2",55
"574","2017D06007","KSH1","2",56
"575","2017D06007","KSH1","2",56
"576","2017D06007","KSH1","2",57
"577","2017D06007","KSH1","2",57
"578","2017D06007","KSH1","2",57
"579","2017D06007","KSH1","2",57
"580","2017D06007","KSH1","2",57
"581","2017D06007","KSH1","2",57
"582","2017D06007","KSH1","2",57
"583","2017D06007","KSH1","2",57
"584","2017D06007","KSH1","2",57
"585","2017D06007","KSH1","2",57
"586","2017D06007","KSH1","2",58
"587","2017D06007","KSH1","2",58
"588","2017D06007","KSH1","2",58
"589","2017D06007","KSH1","2",58
"590","2017D06007","KSH1","2",59
"591","2017D06007","KSH1","2",59
"592","2017D06007","KSH1","2",59
"593","2017D06007","KSH1","2",59
"594","2017D06007","KSH1","2",59
"595","2017D06007","KSH1","2",59
"596","2017D06007","KSH1","2",59
"597","2017D06007","KSH1","2",59
"598","2017D06007","KSH1","2",59
"599","2017D06007","KSH1","2",60
"600","2017D06007","KSH1","2",60
"601","2017D06007","KSH1","2",61
"602","2017D06007","KSH1","2",61
"603","2017D06007","KSH1","2",61
"604","2017D06007","KSH1","2",61
"605","2017D06007","KSH1","2",64
"606","2017D06007","KSH1","2",64
"607","2017D06007","KSH1","2",66
"608","2017D06007","KSH1","2",66
"609","2017D06007","KSH1","2",66
"610","2017D06007","KSH1","2",72
"611","2017D06007","KSH1","2",72
"612","2017D06007","KSH1","2",83
"613","2017D06007","KSH1","2",83
"614","2017D06007","KSH1","2",87
"615","2017D06007","KSH1","2",87
"616","2017D06007","KSH1","2",87
"617","2017D06007","KSH1","2",88
"618","2017D06007","KSH1","2",88
"619","2017D06007","KSH1","2",88
"620","2017D06007","KSH1","2",88
"621","2017D06007","KSH1","2",90
"622","2017D06007","KSH1","2",90
"623","2017D06008","KSH1","1",127
"624","2017D06008","KSH1","1",143
"625","2017D06008","KSH1","1",166
"626","2017D06008","KSH1","1",186
"627","2017D06008","KSH1","1",172
"628","2017D06008","KSH1","1",153
"629","2017D06008","KSH1","1",123
"630","2017D06008","KSH1","1",119
"631","2017D06008","KSH1","1",159
"632","2017D06008","KSH1","1",138
"633","2017D06008","KSH1","1",121
"634","2017D06008","KSH1","1",141
"635","2017D06008","KSH1","1",138
"636","2017D06008","KSH1","1",144
"637","2017D06008","KSH1","1",157
"638","2017D06008","KSH1","1",119
"639","2017D06008","KSH1","1",119
"640","2017D06008","KSH1","1",120
"641","2017D06008","KSH1","1",126
"642","2017D06008","KSH1","1",145
"643","2017D06008","KSH1","1",140
"644","2017D06008","KSH1","1",105
"645","2017D06008","KSH1","1",159
"646","2017D06008","KSH1","1",125
"647","2017D06008","KSH1","1",174
"648","2017D06008","KSH1","1",124
"649","2017D06008","KSH1","1",NA
"650","2017D06008","KSH1","1",NA
"651","2017D06008","KSH1","2",47
"652","2017D06008","KSH1","2",50
"653","2017D06008","KSH1","2",46
"654","2017D06008","KSH1","2",102
"655","2017D06008","KSH1","2",50
"656","2017D06008","KSH1","2",45
"657","2017D06008","KSH1","2",48
"658","2017D06008","KSH1","2",56
"659","2017D06008","KSH1","2",73
"660","2017D06008","KSH1","2",72
"661","2017D06008","KSH1","2",48
"662","2017D06008","KSH1","2",44
"663","2017D06008","KSH1","2",61
"664","2017D06008","KSH1","2",45
"665","2017D06008","KSH1","2",45
"666","2017D06008","KSH1","2",55
"667","2017D06008","KSH1","2",48
"668","2017D06008","KSH1","2",42
"669","2017D06008","KSH1","2",77
"670","2017D06008","KSH1","2",44
"671","2017D06008","KSH1","2",53
"672","2017D06008","KSH1","2",43
"673","2017D06008","KSH1","2",73
"674","2017D06008","KSH1","2",45
"675","2017D06008","KSH1","2",75
"676","2017D06008","KSH1","2",90
"677","2017D06008","KSH1","2",49
"678","2017D06008","KSH1","2",44
"679","2017D06008","KSH1","2",52
"680","2017D06008","KSH1","2",45
"681","2017D06008","KSH1","2",50
"682","2017D06008","KSH1","2",49
"683","2017D06008","KSH1","2",51
"684","2017D06008","KSH1","2",45
"685","2017D06008","KSH1","2",52
"686","2017D06008","KSH1","2",44
"687","2017D06008","KSH1","2",46
"688","2017D06008","KSH1","2",48
"689","2017D06008","KSH1","2",54
"690","2017D06008","KSH1","2",50
"691","2017D06008","KSH1","2",42
"692","2017D06008","KSH1","2",44
"693","2017D06008","KSH1","2",45
"694","2017D06008","KSH1","2",45
"695","2017D06008","KSH1","2",45
"696","2017D06008","KSH1","2",45
"697","2017D06008","KSH1","2",45
"698","2017D06008","KSH1","2",45
"699","2017D06008","KSH1","2",48
"700","2017D06008","KSH1","2",48
"701","2017D06008","KSH1","2",50
"702","2017D06008","KSH1","2",53
"703","2017D06008","KSH1","2",72
"704","2017D06008","KSH1","2",102
"705","2017D06009","KSH1","1",141
"706","2017D06009","KSH1","1",128
"707","2017D06009","KSH1","1",156
"708","2017D06009","KSH1","1",121
"709","2017D06009","KSH1","1",170
"710","2017D06009","KSH1","1",111
"711","2017D06009","KSH1","1",129
"712","2017D06009","KSH1","1",167
"713","2017D06009","KSH1","1",119
"714","2017D06009","KSH1","1",123
"715","2017D06009","KSH1","1",168
"716","2017D06009","KSH1","1",168
"717","2017D06009","KSH1","1",144
"718","2017D06009","KSH1","1",130
"719","2017D06009","KSH1","1",153
"720","2017D06009","KSH1","1",125
"721","2017D06009","KSH1","1",121
"722","2017D06009","KSH1","1",126
"723","2017D06009","KSH1","1",135
"724","2017D06009","KSH1","2",51
"725","2017D06009","KSH1","2",53
"726","2017D06009","KSH1","2",47
"727","2017D06009","KSH1","2",97
"728","2017D06009","KSH1","2",98
"729","2017D06009","KSH1","2",84
"730","2017D06009","KSH1","2",40
"731","2017D06009","KSH1","2",50
"732","2017D06009","KSH1","2",83
"733","2017D06009","KSH1","2",50
"734","2017D06009","KSH1","2",49
"735","2017D06009","KSH1","2",96
"736","2017D06009","KSH1","2",100
"737","2017D06009","KSH1","2",55
"738","2017D06009","KSH1","2",49
"739","2017D06009","KSH1","2",55
"740","2017D06009","KSH1","2",49
"741","2017D06009","KSH1","2",47
"742","2017D06009","KSH1","2",45
"743","2017D06009","KSH1","2",37
"744","2017D06009","KSH1","2",57
"745","2017D06009","KSH1","2",43
"746","2017D06009","KSH1","2",55
"747","2017D06009","KSH1","2",54
"748","2017D06009","KSH1","2",47
"749","2017D06009","KSH1","2",49
"750","2017D06009","KSH1","2",52
"751","2017D06009","KSH1","2",48
"752","2017D06009","KSH1","2",48
"753","2017D06009","KSH1","2",54
"754","2017D06009","KSH1","2",53
"755","2017D06009","KSH1","2",47
"756","2017D06009","KSH1","2",56
"757","2017D06009","KSH1","2",55
"758","2017D06009","KSH1","2",52
"759","2017D06011","KSH1","1",165
"760","2017D06011","KSH1","1",138
"761","2017D06011","KSH1","1",112
"762","2017D06011","KSH1","1",161
"763","2017D06011","KSH1","1",144
"764","2017D06011","KSH1","1",155
"765","2017D06011","KSH1","1",116
"766","2017D06011","KSH1","1",121
"767","2017D06011","KSH1","1",155
"768","2017D06011","KSH1","1",139
"769","2017D06011","KSH1","1",175
"770","2017D06011","KSH1","1",173
"771","2017D06011","KSH1","1",121
"772","2017D06011","KSH1","1",172
"773","2017D06011","KSH1","1",132
"774","2017D06011","KSH1","1",172
"775","2017D06011","KSH1","1",167
