"","Event","Bed","sc","sh"
"776","2017D06011","KSH1","1",134
"777","2017D06011","KSH1","1",140
"778","2017D06011","KSH1","1",167
"779","2017D06011","KSH1","1",153
"780","2017D06011","KSH1","1",175
"781","2017D06011","KSH1","1",151
"782","2017D06011","KSH1","1",167
"783","2017D06011","KSH1","2",69
"784","2017D06011","KSH1","2",55
"785","2017D06011","KSH1","2",95
"786","2017D06011","KSH1","2",65
"787","2017D06011","KSH1","2",100
"788","2017D06011","KSH1","2",60
"789","2017D06011","KSH1","2",64
"790","2017D06011","KSH1","2",59
"791","2017D06011","KSH1","2",61
"792","2017D06011","KSH1","2",55
"793","2017D06011","KSH1","2",62
"794","2017D06011","KSH1","2",58
"795","2017D06011","KSH1","2",61
"796","2017D06011","KSH1","2",57
"797","2017D06011","KSH1","2",51
"798","2017D06011","KSH1","2",56
"799","2017D06011","KSH1","2",49
"800","2017D06011","KSH1","2",47
"801","2017D06011","KSH1","2",68
"802","2017D06011","KSH1","2",74
"803","2017D06011","KSH1","2",67
"804","2017D06011","KSH1","2",60
"805","2017D06011","KSH1","2",61
"806","2017D06011","KSH1","2",61
"807","2017D06011","KSH1","2",55
"808","2017D06011","KSH1","2",61
"809","2017D06011","KSH1","2",62
"810","2017D06011","KSH1","2",89
"811","2017D06011","KSH1","2",59
"812","2017D06011","KSH1","2",59
"813","2017D06011","KSH1","2",60
"814","2017D06011","KSH1","2",66
"815","2017D06011","KSH1","2",61
"816","2017D06011","KSH1","2",63
"817","2017D06011","KSH1","2",57
"818","2017D06011","KSH1","2",55
"819","2017D06011","KSH1","2",52
"820","2017D06011","KSH1","2",62
"821","2017D06011","KSH1","2",52
"822","2017D06011","KSH1","2",29
"823","2017D06011","KSH1","2",63
"824","2017D06011","KSH1","2",64
"825","2017D06012","KSH1","2",95
"826","2017D06012","KSH1","2",59
"827","2017D06014","KSH1","1",146
"828","2017D06014","KSH1","2",29
"829","2017D06015","KSH1","1",133
"830","2017D06015","KSH1","1",113
"831","2017D06015","KSH1","1",141
"832","2017D06015","KSH1","1",126
"833","2017D06015","KSH1","1",159
"834","2017D06015","KSH1","1",151
"835","2017D06015","KSH1","1",145
"836","2017D06015","KSH1","1",112
"837","2017D06015","KSH1","2",65
"838","2017D06015","KSH1","2",72
"839","2017D06015","KSH1","2",53
"840","2017D06015","KSH1","2",66
"841","2017D06015","KSH1","2",17
"842","2017D06015","KSH1","2",23
"843","2017D06015","KSH1","2",66
"844","2017D06015","KSH1","2",21
"845","2017D06015","KSH1","2",14
"846","2017D06015","KSH1","2",20
"847","2017D06015","KSH1","2",63
"848","2017D06015","KSH1","2",59
"849","2017D06015","KSH1","2",22
"850","2017D06015","KSH1","2",48
"851","2017D06015","KSH1","2",66
"852","2017D06015","KSH1","2",70
"853","2017D06015","KSH1","2",21
"854","2017D06015","KSH1","2",17
"855","2017D06015","KSH1","2",61
"856","2017D06015","KSH1","2",70
"857","2017D06015","KSH1","2",68
"858","2017D06015","KSH1","2",73
"859","2017D06015","KSH1","2",65
"860","2017D06015","KSH1","2",71
"861","2017D06015","KSH1","2",65
"862","2017D06015","KSH1","2",64
"863","2017D06015","KSH1","2",42
"864","2017D06015","KSH1","2",25
"865","2017D06015","KSH1","2",22
"866","2017D06015","KSH1","2",21
"867","2017D06015","KSH1","2",44
"868","2017D06015","KSH1","2",23
"869","2017D06015","KSH1","2",17
"870","2017D06015","KSH1","2",20
"871","2017D06015","KSH1","2",65
"872","2017D06015","KSH1","2",21
"873","2017D06015","KSH1","2",24
"874","2017D06015","KSH1","2",61
"875","2017D06015","KSH1","2",72
"876","2017D06015","KSH1","2",23
"877","2017D06015","KSH1","2",14
"878","2017D06015","KSH1","2",14
"879","2017D06015","KSH1","2",14
"880","2017D06015","KSH1","2",14
"881","2017D06015","KSH1","2",14
"882","2017D06015","KSH1","2",14
"883","2017D06015","KSH1","2",14
"884","2017D06015","KSH1","2",14
"885","2017D06015","KSH1","2",14
"886","2017D06015","KSH1","2",14
"887","2017D06015","KSH1","2",14
"888","2017D06015","KSH1","2",14
"889","2017D06015","KSH1","2",14
"890","2017D06015","KSH1","2",14
"891","2017D06015","KSH1","2",17
"892","2017D06015","KSH1","2",17
"893","2017D06015","KSH1","2",17
"894","2017D06015","KSH1","2",17
"895","2017D06015","KSH1","2",17
"896","2017D06015","KSH1","2",17
"897","2017D06015","KSH1","2",17
"898","2017D06015","KSH1","2",17
"899","2017D06015","KSH1","2",17
"900","2017D06015","KSH1","2",17
"901","2017D06015","KSH1","2",17
"902","2017D06015","KSH1","2",17
"903","2017D06015","KSH1","2",17
"904","2017D06015","KSH1","2",17
"905","2017D06015","KSH1","2",17
"906","2017D06015","KSH1","2",17
"907","2017D06015","KSH1","2",17
"908","2017D06015","KSH1","2",17
"909","2017D06015","KSH1","2",17
"910","2017D06015","KSH1","2",17
"911","2017D06015","KSH1","2",17
"912","2017D06015","KSH1","2",17
"913","2017D06015","KSH1","2",17
"914","2017D06015","KSH1","2",17
"915","2017D06015","KSH1","2",17
"916","2017D06015","KSH1","2",17
"917","2017D06015","KSH1","2",17
"918","2017D06015","KSH1","2",17
"919","2017D06015","KSH1","2",17
"920","2017D06015","KSH1","2",17
"921","2017D06015","KSH1","2",17
"922","2017D06015","KSH1","2",17
"923","2017D06015","KSH1","2",17
"924","2017D06015","KSH1","2",17
"925","2017D06015","KSH1","2",17
"926","2017D06015","KSH1","2",17
"927","2017D06015","KSH1","2",17
"928","2017D06015","KSH1","2",17
"929","2017D06015","KSH1","2",17
"930","2017D06015","KSH1","2",17
"931","2017D06015","KSH1","2",17
"932","2017D06015","KSH1","2",17
"933","2017D06015","KSH1","2",17
"934","2017D06015","KSH1","2",17
"935","2017D06015","KSH1","2",17
"936","2017D06015","KSH1","2",20
"937","2017D06015","KSH1","2",20
"938","2017D06015","KSH1","2",20
"939","2017D06015","KSH1","2",20
"940","2017D06015","KSH1","2",20
"941","2017D06015","KSH1","2",20
"942","2017D06015","KSH1","2",20
"943","2017D06015","KSH1","2",20
"944","2017D06015","KSH1","2",20
"945","2017D06015","KSH1","2",20
"946","2017D06015","KSH1","2",20
"947","2017D06015","KSH1","2",20
"948","2017D06015","KSH1","2",20
"949","2017D06015","KSH1","2",20
"950","2017D06015","KSH1","2",20
"951","2017D06015","KSH1","2",20
"952","2017D06015","KSH1","2",20
"953","2017D06015","KSH1","2",20
"954","2017D06015","KSH1","2",20
"955","2017D06015","KSH1","2",20
"956","2017D06015","KSH1","2",20
"957","2017D06015","KSH1","2",20
"958","2017D06015","KSH1","2",20
"959","2017D06015","KSH1","2",20
"960","2017D06015","KSH1","2",20
"961","2017D06015","KSH1","2",20
"962","2017D06015","KSH1","2",20
"963","2017D06015","KSH1","2",20
"964","2017D06015","KSH1","2",20
"965","2017D06015","KSH1","2",21
"966","2017D06015","KSH1","2",21
"967","2017D06015","KSH1","2",21
"968","2017D06015","KSH1","2",21
"969","2017D06015","KSH1","2",21
"970","2017D06015","KSH1","2",21
"971","2017D06015","KSH1","2",21
"972","2017D06015","KSH1","2",21
"973","2017D06015","KSH1","2",21
"974","2017D06015","KSH1","2",21
"975","2017D06015","KSH1","2",21
"976","2017D06015","KSH1","2",21
"977","2017D06015","KSH1","2",21
"978","2017D06015","KSH1","2",21
"979","2017D06015","KSH1","2",21
"980","2017D06015","KSH1","2",21
"981","2017D06015","KSH1","2",21
"982","2017D06015","KSH1","2",21
"983","2017D06015","KSH1","2",21
"984","2017D06015","KSH1","2",21
"985","2017D06015","KSH1","2",21
"986","2017D06015","KSH1","2",21
"987","2017D06015","KSH1","2",21
"988","2017D06015","KSH1","2",21
"989","2017D06015","KSH1","2",21
"990","2017D06015","KSH1","2",21
"991","2017D06015","KSH1","2",21
"992","2017D06015","KSH1","2",21
"993","2017D06015","KSH1","2",21
"994","2017D06015","KSH1","2",21
"995","2017D06015","KSH1","2",21
"996","2017D06015","KSH1","2",21
"997","2017D06015","KSH1","2",21
"998","2017D06015","KSH1","2",21
"999","2017D06015","KSH1","2",21
"1000","2017D06015","KSH1","2",21
"1001","2017D06015","KSH1","2",21
"1002","2017D06015","KSH1","2",21
"1003","2017D06015","KSH1","2",21
"1004","2017D06015","KSH1","2",21
"1005","2017D06015","KSH1","2",21
"1006","2017D06015","KSH1","2",21
"1007","2017D06015","KSH1","2",21
"1008","2017D06015","KSH1","2",21
"1009","2017D06015","KSH1","2",21
"1010","2017D06015","KSH1","2",21
"1011","2017D06015","KSH1","2",21
"1012","2017D06015","KSH1","2",21
"1013","2017D06015","KSH1","2",21
"1014","2017D06015","KSH1","2",21
"1015","2017D06015","KSH1","2",21
"1016","2017D06015","KSH1","2",21
"1017","2017D06015","KSH1","2",21
"1018","2017D06015","KSH1","2",21
"1019","2017D06015","KSH1","2",21
"1020","2017D06015","KSH1","2",21
"1021","2017D06015","KSH1","2",21
"1022","2017D06015","KSH1","2",21
"1023","2017D06015","KSH1","2",21
"1024","2017D06015","KSH1","2",21
"1025","2017D06015","KSH1","2",21
"1026","2017D06015","KSH1","2",22
"1027","2017D06015","KSH1","2",22
"1028","2017D06015","KSH1","2",22
"1029","2017D06015","KSH1","2",22
"1030","2017D06015","KSH1","2",22
"1031","2017D06015","KSH1","2",22
"1032","2017D06015","KSH1","2",22
"1033","2017D06015","KSH1","2",22
"1034","2017D06015","KSH1","2",22
"1035","2017D06015","KSH1","2",22
"1036","2017D06015","KSH1","2",22
"1037","2017D06015","KSH1","2",22
"1038","2017D06015","KSH1","2",22
"1039","2017D06015","KSH1","2",22
"1040","2017D06015","KSH1","2",22
"1041","2017D06015","KSH1","2",22
"1042","2017D06015","KSH1","2",22
"1043","2017D06015","KSH1","2",22
"1044","2017D06015","KSH1","2",22
"1045","2017D06015","KSH1","2",22
"1046","2017D06015","KSH1","2",22
"1047","2017D06015","KSH1","2",22
"1048","2017D06015","KSH1","2",22
"1049","2017D06015","KSH1","2",22
"1050","2017D06015","KSH1","2",22
"1051","2017D06015","KSH1","2",22
"1052","2017D06015","KSH1","2",22
"1053","2017D06015","KSH1","2",22
"1054","2017D06015","KSH1","2",22
"1055","2017D06015","KSH1","2",22
"1056","2017D06015","KSH1","2",23
"1057","2017D06015","KSH1","2",23
"1058","2017D06015","KSH1","2",23
"1059","2017D06015","KSH1","2",23
"1060","2017D06015","KSH1","2",23
"1061","2017D06015","KSH1","2",23
"1062","2017D06015","KSH1","2",23
"1063","2017D06015","KSH1","2",23
"1064","2017D06015","KSH1","2",23
"1065","2017D06015","KSH1","2",23
"1066","2017D06015","KSH1","2",23
"1067","2017D06015","KSH1","2",23
"1068","2017D06015","KSH1","2",23
"1069","2017D06015","KSH1","2",23
"1070","2017D06015","KSH1","2",23
"1071","2017D06015","KSH1","2",23
"1072","2017D06015","KSH1","2",23
"1073","2017D06015","KSH1","2",23
"1074","2017D06015","KSH1","2",23
"1075","2017D06015","KSH1","2",23
"1076","2017D06015","KSH1","2",23
"1077","2017D06015","KSH1","2",23
"1078","2017D06015","KSH1","2",23
"1079","2017D06015","KSH1","2",23
"1080","2017D06015","KSH1","2",23
"1081","2017D06015","KSH1","2",23
"1082","2017D06015","KSH1","2",23
"1083","2017D06015","KSH1","2",23
"1084","2017D06015","KSH1","2",23
"1085","2017D06015","KSH1","2",23
"1086","2017D06015","KSH1","2",23
"1087","2017D06015","KSH1","2",23
"1088","2017D06015","KSH1","2",23
"1089","2017D06015","KSH1","2",23
"1090","2017D06015","KSH1","2",23
"1091","2017D06015","KSH1","2",23
"1092","2017D06015","KSH1","2",23
"1093","2017D06015","KSH1","2",23
"1094","2017D06015","KSH1","2",23
"1095","2017D06015","KSH1","2",23
"1096","2017D06015","KSH1","2",23
"1097","2017D06015","KSH1","2",23
"1098","2017D06015","KSH1","2",23
"1099","2017D06015","KSH1","2",23
"1100","2017D06015","KSH1","2",24
"1101","2017D06015","KSH1","2",24
"1102","2017D06015","KSH1","2",24
"1103","2017D06015","KSH1","2",24
"1104","2017D06015","KSH1","2",24
"1105","2017D06015","KSH1","2",24
"1106","2017D06015","KSH1","2",24
"1107","2017D06015","KSH1","2",24
"1108","2017D06015","KSH1","2",24
"1109","2017D06015","KSH1","2",24
"1110","2017D06015","KSH1","2",24
"1111","2017D06015","KSH1","2",24
"1112","2017D06015","KSH1","2",24
"1113","2017D06015","KSH1","2",24
"1114","2017D06015","KSH1","2",25
"1115","2017D06015","KSH1","2",25
"1116","2017D06015","KSH1","2",25
"1117","2017D06015","KSH1","2",25
"1118","2017D06015","KSH1","2",25
"1119","2017D06015","KSH1","2",25
"1120","2017D06015","KSH1","2",25
"1121","2017D06015","KSH1","2",25
"1122","2017D06015","KSH1","2",25
"1123","2017D06015","KSH1","2",25
"1124","2017D06015","KSH1","2",25
"1125","2017D06015","KSH1","2",25
"1126","2017D06015","KSH1","2",25
"1127","2017D06015","KSH1","2",25
"1128","2017D06015","KSH1","2",42
"1129","2017D06015","KSH1","2",42
"1130","2017D06015","KSH1","2",42
"1131","2017D06015","KSH1","2",42
"1132","2017D06015","KSH1","2",42
"1133","2017D06015","KSH1","2",42
"1134","2017D06015","KSH1","2",42
"1135","2017D06015","KSH1","2",42
"1136","2017D06015","KSH1","2",42
"1137","2017D06015","KSH1","2",42
"1138","2017D06015","KSH1","2",42
"1139","2017D06015","KSH1","2",42
"1140","2017D06015","KSH1","2",42
"1141","2017D06015","KSH1","2",42
"1142","2017D06015","KSH1","2",42
"1143","2017D06015","KSH1","2",42
"1144","2017D06015","KSH1","2",44
"1145","2017D06015","KSH1","2",44
"1146","2017D06015","KSH1","2",44
"1147","2017D06015","KSH1","2",44
"1148","2017D06015","KSH1","2",44
"1149","2017D06015","KSH1","2",44
"1150","2017D06015","KSH1","2",44
"1151","2017D06015","KSH1","2",44
"1152","2017D06015","KSH1","2",44
"1153","2017D06015","KSH1","2",44
"1154","2017D06015","KSH1","2",44
"1155","2017D06015","KSH1","2",44
"1156","2017D06015","KSH1","2",44
"1157","2017D06015","KSH1","2",44
"1158","2017D06015","KSH1","2",48
"1159","2017D06015","KSH1","2",48
"1160","2017D06015","KSH1","2",48
"1161","2017D06015","KSH1","2",48
"1162","2017D06015","KSH1","2",48
"1163","2017D06015","KSH1","2",48
"1164","2017D06015","KSH1","2",48
"1165","2017D06015","KSH1","2",48
"1166","2017D06015","KSH1","2",48
"1167","2017D06015","KSH1","2",48
"1168","2017D06015","KSH1","2",48
"1169","2017D06015","KSH1","2",48
"1170","2017D06015","KSH1","2",48
"1171","2017D06015","KSH1","2",48
"1172","2017D06015","KSH1","2",48
"1173","2017D06015","KSH1","2",53
"1174","2017D06015","KSH1","2",53
"1175","2017D06015","KSH1","2",53
"1176","2017D06015","KSH1","2",53
"1177","2017D06015","KSH1","2",53
"1178","2017D06015","KSH1","2",53
"1179","2017D06015","KSH1","2",53
"1180","2017D06015","KSH1","2",53
"1181","2017D06015","KSH1","2",53
"1182","2017D06015","KSH1","2",53
"1183","2017D06015","KSH1","2",53
"1184","2017D06015","KSH1","2",53
"1185","2017D06015","KSH1","2",53
"1186","2017D06015","KSH1","2",53
"1187","2017D06015","KSH1","2",59
"1188","2017D06015","KSH1","2",59
"1189","2017D06015","KSH1","2",59
"1190","2017D06015","KSH1","2",59
"1191","2017D06015","KSH1","2",59
"1192","2017D06015","KSH1","2",59
"1193","2017D06015","KSH1","2",59
"1194","2017D06015","KSH1","2",59
"1195","2017D06015","KSH1","2",59
"1196","2017D06015","KSH1","2",59
"1197","2017D06015","KSH1","2",59
"1198","2017D06015","KSH1","2",59
"1199","2017D06015","KSH1","2",59
"1200","2017D06015","KSH1","2",59
"1201","2017D06015","KSH1","2",59
"1202","2017D06015","KSH1","2",61
"1203","2017D06015","KSH1","2",61
"1204","2017D06015","KSH1","2",61
"1205","2017D06015","KSH1","2",61
"1206","2017D06015","KSH1","2",61
"1207","2017D06015","KSH1","2",61
"1208","2017D06015","KSH1","2",61
"1209","2017D06015","KSH1","2",61
"1210","2017D06015","KSH1","2",61
"1211","2017D06015","KSH1","2",61
"1212","2017D06015","KSH1","2",61
"1213","2017D06015","KSH1","2",61
"1214","2017D06015","KSH1","2",61
"1215","2017D06015","KSH1","2",61
"1216","2017D06015","KSH1","2",61
"1217","2017D06015","KSH1","2",61
"1218","2017D06015","KSH1","2",61
"1219","2017D06015","KSH1","2",61
"1220","2017D06015","KSH1","2",61
"1221","2017D06015","KSH1","2",61
"1222","2017D06015","KSH1","2",61
"1223","2017D06015","KSH1","2",61
"1224","2017D06015","KSH1","2",61
"1225","2017D06015","KSH1","2",61
"1226","2017D06015","KSH1","2",61
"1227","2017D06015","KSH1","2",61
"1228","2017D06015","KSH1","2",61
"1229","2017D06015","KSH1","2",61
"1230","2017D06015","KSH1","2",61
"1231","2017D06015","KSH1","2",61
"1232","2017D06015","KSH1","2",63
"1233","2017D06015","KSH1","2",63
"1234","2017D06015","KSH1","2",63
"1235","2017D06015","KSH1","2",63
"1236","2017D06015","KSH1","2",63
"1237","2017D06015","KSH1","2",63
"1238","2017D06015","KSH1","2",63
"1239","2017D06015","KSH1","2",63
"1240","2017D06015","KSH1","2",63
"1241","2017D06015","KSH1","2",63
"1242","2017D06015","KSH1","2",63
"1243","2017D06015","KSH1","2",63
"1244","2017D06015","KSH1","2",63
"1245","2017D06015","KSH1","2",63
"1246","2017D06015","KSH1","2",64
"1247","2017D06015","KSH1","2",64
"1248","2017D06015","KSH1","2",64
"1249","2017D06015","KSH1","2",64
"1250","2017D06015","KSH1","2",64
"1251","2017D06015","KSH1","2",64
"1252","2017D06015","KSH1","2",64
"1253","2017D06015","KSH1","2",64
"1254","2017D06015","KSH1","2",64
"1255","2017D06015","KSH1","2",64
"1256","2017D06015","KSH1","2",64
"1257","2017D06015","KSH1","2",64
"1258","2017D06015","KSH1","2",64
"1259","2017D06015","KSH1","2",64
"1260","2017D06015","KSH1","2",64
"1261","2017D06015","KSH1","2",64
"1262","2017D06015","KSH1","2",65
"1263","2017D06015","KSH1","2",65
"1264","2017D06015","KSH1","2",65
"1265","2017D06015","KSH1","2",65
"1266","2017D06015","KSH1","2",65
"1267","2017D06015","KSH1","2",65
"1268","2017D06015","KSH1","2",65
"1269","2017D06015","KSH1","2",65
"1270","2017D06015","KSH1","2",65
"1271","2017D06015","KSH1","2",65
"1272","2017D06015","KSH1","2",65
"1273","2017D06015","KSH1","2",65
"1274","2017D06015","KSH1","2",65
"1275","2017D06015","KSH1","2",65
"1276","2017D06015","KSH1","2",65
"1277","2017D06015","KSH1","2",65
"1278","2017D06015","KSH1","2",65
"1279","2017D06015","KSH1","2",65
"1280","2017D06015","KSH1","2",65
"1281","2017D06015","KSH1","2",65
"1282","2017D06015","KSH1","2",65
"1283","2017D06015","KSH1","2",65
"1284","2017D06015","KSH1","2",65
"1285","2017D06015","KSH1","2",65
"1286","2017D06015","KSH1","2",65
"1287","2017D06015","KSH1","2",65
"1288","2017D06015","KSH1","2",65
"1289","2017D06015","KSH1","2",65
"1290","2017D06015","KSH1","2",65
"1291","2017D06015","KSH1","2",65
"1292","2017D06015","KSH1","2",65
"1293","2017D06015","KSH1","2",65
"1294","2017D06015","KSH1","2",65
"1295","2017D06015","KSH1","2",65
"1296","2017D06015","KSH1","2",65
"1297","2017D06015","KSH1","2",65
"1298","2017D06015","KSH1","2",65
"1299","2017D06015","KSH1","2",65
"1300","2017D06015","KSH1","2",65
"1301","2017D06015","KSH1","2",65
"1302","2017D06015","KSH1","2",65
"1303","2017D06015","KSH1","2",65
"1304","2017D06015","KSH1","2",65
"1305","2017D06015","KSH1","2",65
"1306","2017D06015","KSH1","2",65
"1307","2017D06015","KSH1","2",65
"1308","2017D06015","KSH1","2",65
"1309","2017D06015","KSH1","2",65
"1310","2017D06015","KSH1","2",65
"1311","2017D06015","KSH1","2",65
"1312","2017D06015","KSH1","2",65
"1313","2017D06015","KSH1","2",65
"1314","2017D06015","KSH1","2",65
"1315","2017D06015","KSH1","2",65
"1316","2017D06015","KSH1","2",65
"1317","2017D06015","KSH1","2",65
"1318","2017D06015","KSH1","2",65
"1319","2017D06015","KSH1","2",65
"1320","2017D06015","KSH1","2",65
"1321","2017D06015","KSH1","2",65
"1322","2017D06015","KSH1","2",65
"1323","2017D06015","KSH1","2",66
"1324","2017D06015","KSH1","2",66
"1325","2017D06015","KSH1","2",66
"1326","2017D06015","KSH1","2",66
"1327","2017D06015","KSH1","2",66
"1328","2017D06015","KSH1","2",66
"1329","2017D06015","KSH1","2",66
"1330","2017D06015","KSH1","2",66
"1331","2017D06015","KSH1","2",66
"1332","2017D06015","KSH1","2",66
"1333","2017D06015","KSH1","2",66
"1334","2017D06015","KSH1","2",66
"1335","2017D06015","KSH1","2",66
"1336","2017D06015","KSH1","2",66
"1337","2017D06015","KSH1","2",66
"1338","2017D06015","KSH1","2",66
"1339","2017D06015","KSH1","2",66
"1340","2017D06015","KSH1","2",66
"1341","2017D06015","KSH1","2",66
"1342","2017D06015","KSH1","2",66
"1343","2017D06015","KSH1","2",66
"1344","2017D06015","KSH1","2",66
"1345","2017D06015","KSH1","2",66
"1346","2017D06015","KSH1","2",66
"1347","2017D06015","KSH1","2",66
"1348","2017D06015","KSH1","2",66
"1349","2017D06015","KSH1","2",66
"1350","2017D06015","KSH1","2",66
"1351","2017D06015","KSH1","2",66
"1352","2017D06015","KSH1","2",66
"1353","2017D06015","KSH1","2",66
"1354","2017D06015","KSH1","2",66
"1355","2017D06015","KSH1","2",66
"1356","2017D06015","KSH1","2",66
"1357","2017D06015","KSH1","2",66
"1358","2017D06015","KSH1","2",66
"1359","2017D06015","KSH1","2",66
"1360","2017D06015","KSH1","2",66
"1361","2017D06015","KSH1","2",66
"1362","2017D06015","KSH1","2",66
"1363","2017D06015","KSH1","2",66
"1364","2017D06015","KSH1","2",66
"1365","2017D06015","KSH1","2",66
"1366","2017D06015","KSH1","2",66
"1367","2017D06015","KSH1","2",66
"1368","2017D06015","KSH1","2",68
"1369","2017D06015","KSH1","2",68
"1370","2017D06015","KSH1","2",68
"1371","2017D06015","KSH1","2",68
"1372","2017D06015","KSH1","2",68
"1373","2017D06015","KSH1","2",68
"1374","2017D06015","KSH1","2",68
"1375","2017D06015","KSH1","2",68
"1376","2017D06015","KSH1","2",68
"1377","2017D06015","KSH1","2",68
"1378","2017D06015","KSH1","2",68
"1379","2017D06015","KSH1","2",68
"1380","2017D06015","KSH1","2",68
"1381","2017D06015","KSH1","2",68
"1382","2017D06015","KSH1","2",68
"1383","2017D06015","KSH1","2",70
"1384","2017D06015","KSH1","2",70
"1385","2017D06015","KSH1","2",70
"1386","2017D06015","KSH1","2",70
"1387","2017D06015","KSH1","2",70
"1388","2017D06015","KSH1","2",70
"1389","2017D06015","KSH1","2",70
"1390","2017D06015","KSH1","2",70
"1391","2017D06015","KSH1","2",70
"1392","2017D06015","KSH1","2",70
"1393","2017D06015","KSH1","2",70
"1394","2017D06015","KSH1","2",70
"1395","2017D06015","KSH1","2",70
"1396","2017D06015","KSH1","2",70
"1397","2017D06015","KSH1","2",70
"1398","2017D06015","KSH1","2",70
"1399","2017D06015","KSH1","2",70
"1400","2017D06015","KSH1","2",70
"1401","2017D06015","KSH1","2",70
"1402","2017D06015","KSH1","2",70
"1403","2017D06015","KSH1","2",70
"1404","2017D06015","KSH1","2",70
"1405","2017D06015","KSH1","2",70
"1406","2017D06015","KSH1","2",70
"1407","2017D06015","KSH1","2",70
"1408","2017D06015","KSH1","2",70
"1409","2017D06015","KSH1","2",70
"1410","2017D06015","KSH1","2",70
"1411","2017D06015","KSH1","2",70
"1412","2017D06015","KSH1","2",70
"1413","2017D06015","KSH1","2",70
"1414","2017D06015","KSH1","2",71
"1415","2017D06015","KSH1","2",71
"1416","2017D06015","KSH1","2",71
"1417","2017D06015","KSH1","2",71
"1418","2017D06015","KSH1","2",71
"1419","2017D06015","KSH1","2",71
"1420","2017D06015","KSH1","2",71
"1421","2017D06015","KSH1","2",71
"1422","2017D06015","KSH1","2",71
"1423","2017D06015","KSH1","2",71
"1424","2017D06015","KSH1","2",71
"1425","2017D06015","KSH1","2",71
"1426","2017D06015","KSH1","2",71
"1427","2017D06015","KSH1","2",71
"1428","2017D06015","KSH1","2",72
"1429","2017D06015","KSH1","2",72
"1430","2017D06015","KSH1","2",72
"1431","2017D06015","KSH1","2",72
"1432","2017D06015","KSH1","2",72
"1433","2017D06015","KSH1","2",72
"1434","2017D06015","KSH1","2",72
"1435","2017D06015","KSH1","2",72
"1436","2017D06015","KSH1","2",72
"1437","2017D06015","KSH1","2",72
"1438","2017D06015","KSH1","2",72
"1439","2017D06015","KSH1","2",72
"1440","2017D06015","KSH1","2",72
"1441","2017D06015","KSH1","2",72
"1442","2017D06015","KSH1","2",72
"1443","2017D06015","KSH1","2",72
"1444","2017D06015","KSH1","2",72
"1445","2017D06015","KSH1","2",72
"1446","2017D06015","KSH1","2",72
"1447","2017D06015","KSH1","2",72
"1448","2017D06015","KSH1","2",72
"1449","2017D06015","KSH1","2",72
"1450","2017D06015","KSH1","2",72
"1451","2017D06015","KSH1","2",72
"1452","2017D06015","KSH1","2",72
"1453","2017D06015","KSH1","2",72
"1454","2017D06015","KSH1","2",72
"1455","2017D06015","KSH1","2",72
"1456","2017D06015","KSH1","2",72
"1457","2017D06015","KSH1","2",72
"1458","2017D06015","KSH1","2",73
"1459","2017D06015","KSH1","2",73
"1460","2017D06015","KSH1","2",73
"1461","2017D06015","KSH1","2",73
"1462","2017D06015","KSH1","2",73
"1463","2017D06015","KSH1","2",73
"1464","2017D06015","KSH1","2",73
"1465","2017D06015","KSH1","2",73
"1466","2017D06015","KSH1","2",73
"1467","2017D06015","KSH1","2",73
"1468","2017D06015","KSH1","2",73
"1469","2017D06015","KSH1","2",73
"1470","2017D06015","KSH1","2",73
"1471","2017D06015","KSH1","2",73
"1472","2017D06015","KSH1","2",73
"1473","2017D06015","KSH1","2",73
"1474","2017D06016","KSH1","1",110
"1475","2017D06016","KSH1","1",150
"1476","2017D06016","KSH1","1",112
"1477","2017D06016","KSH1","1",123
"1478","2017D06016","KSH1","1",124
"1479","2017D06016","KSH1","1",113
"1480","2017D06016","KSH1","1",176
"1481","2017D06016","KSH1","1",109
"1482","2017D06016","KSH1","1",149
"1483","2017D06016","KSH1","1",109
"1484","2017D06016","KSH1","1",119
"1485","2017D06016","KSH1","1",138
"1486","2017D06016","KSH1","1",113
"1487","2017D06016","KSH1","1",117
"1488","2017D06016","KSH1","1",158
"1489","2017D06016","KSH1","1",121
"1490","2017D06016","KSH1","2",20
"1491","2017D06016","KSH1","2",18
"1492","2017D06016","KSH1","2",108
"1493","2017D06016","KSH1","2",66
"1494","2017D06016","KSH1","2",68
"1495","2017D06016","KSH1","2",20
"1496","2017D06016","KSH1","2",21
"1497","2017D06016","KSH1","2",22
"1498","2017D06016","KSH1","2",20
"1499","2017D06016","KSH1","2",19
"1500","2017D06016","KSH1","2",100
"1501","2017D06016","KSH1","2",66
"1502","2017D06016","KSH1","2",74
"1503","2017D06016","KSH1","2",20
"1504","2017D06016","KSH1","2",21
"1505","2017D06016","KSH1","2",23
"1506","2017D06016","KSH1","2",24
"1507","2017D06016","KSH1","2",17
"1508","2017D06016","KSH1","2",86
"1509","2017D06016","KSH1","2",60
"1510","2017D06016","KSH1","2",68
"1511","2017D06016","KSH1","2",16
"1512","2017D06016","KSH1","2",66
"1513","2017D06016","KSH1","2",100
"1514","2017D06016","KSH1","2",20
"1515","2017D06016","KSH1","2",71
"1516","2017D06016","KSH1","2",72
"1517","2017D06016","KSH1","2",67
"1518","2017D06016","KSH1","2",61
"1519","2017D06016","KSH1","2",19
"1520","2017D06016","KSH1","2",22
"1521","2017D06016","KSH1","2",25
"1522","2017D06016","KSH1","2",55
